classes;punition;date;motif;heure;eleve_id
4B;Mot dans le carnet;2023-09-18;Attitude en classe;;finLLuXIGD76WBVPIFR3icbAt6e9gLRoBxK3-MUpipc
4B;Mot dans le carnet;2023-10-05;Attitude en classe;;finLLuXIGD76WBVPIFR3icbAt6e9gLRoBxK3-MUpipc
4B;Mot dans le carnet;2023-11-09;Bavardages et manque de concentration.;;finLLuXIGD76WBVPIFR3icbAt6e9gLRoBxK3-MUpipc
4B;Devoir supplémentaire;2023-11-20;Bavardages incessants comme d'habitude. Un grand manque de concentration. manque de carnet. Perturbation du cours;;finLLuXIGD76WBVPIFR3icbAt6e9gLRoBxK3-MUpipc
4B;Mot dans le carnet;2023-11-27;Comportement inadmissible en classe, rire d'une voix forte en classe ce qui perturbe le cours.;;finLLuXIGD76WBVPIFR3icbAt6e9gLRoBxK3-MUpipc
4B;Mot dans le carnet;2023-12-07;attitude inacceptable;;finLLuXIGD76WBVPIFR3icbAt6e9gLRoBxK3-MUpipc
4B;Retenue;2023-12-21;insolance;;finLLuXIGD76WBVPIFR3icbAt6e9gLRoBxK3-MUpipc
4B;Devoir supplémentaire;2024-01-12;Bavardages incessants comme d'habitude. Un grand manque de concentration. manque de carnet. Perturbation du cours;;finLLuXIGD76WBVPIFR3icbAt6e9gLRoBxK3-MUpipc
4B;Mot dans le carnet;2024-01-18;Perturbe le cours de façon répétée malgrè les avertissements du professeur;;finLLuXIGD76WBVPIFR3icbAt6e9gLRoBxK3-MUpipc
4B;Mot dans le carnet;2024-02-16;bavardages incessants;;finLLuXIGD76WBVPIFR3icbAt6e9gLRoBxK3-MUpipc
4B;Mot dans le carnet;2024-02-21;Bavardages et manque de concentration.;;finLLuXIGD76WBVPIFR3icbAt6e9gLRoBxK3-MUpipc
4B;Devoir supplémentaire;2024-03-14;attitude inacceptable, manque de concentration, Perturbe le cours par d'incessants bavardages malgré les appels à l'orde répétés du professeur.;;finLLuXIGD76WBVPIFR3icbAt6e9gLRoBxK3-MUpipc
4B;Mot dans le carnet;2024-03-28;bavardages incessants, manque de respect;;finLLuXIGD76WBVPIFR3icbAt6e9gLRoBxK3-MUpipc
4B;Mot dans le carnet;2024-04-05;bavardages incessants;;finLLuXIGD76WBVPIFR3icbAt6e9gLRoBxK3-MUpipc
4B;Retenue;2024-04-05;insolence;;finLLuXIGD76WBVPIFR3icbAt6e9gLRoBxK3-MUpipc
4B;Mot dans le carnet;2024-04-24;ATTITUDE INACCEPTABLE ENVERS L'ENSEIGNANT ET MANQUE DE RESPECT, Bvardages incessants, manque de concentratiion, defaut de carnet;;finLLuXIGD76WBVPIFR3icbAt6e9gLRoBxK3-MUpipc
4B;Mot dans le carnet;2024-05-23;bavardage incessant;;finLLuXIGD76WBVPIFR3icbAt6e9gLRoBxK3-MUpipc
4B;Mot dans le carnet;2024-06-05;Bavardages incessants comme d'habitude. Un grand manque de concentration. manque de carnet. Perturbation du cours;;finLLuXIGD76WBVPIFR3icbAt6e9gLRoBxK3-MUpipc
4B;Mot dans le carnet;2024-06-07;Bavardages incessants et perturbation du cours pendant une évaluation;;finLLuXIGD76WBVPIFR3icbAt6e9gLRoBxK3-MUpipc
5B;Mot dans le carnet;2023-11-24;Agitation;;98MS2uDKlKqC7Qlh4p51d3o7svSjOCkIuihuUJFuRm0
5B;Mot dans le carnet;2023-12-01;Bavardages et moqueries;;98MS2uDKlKqC7Qlh4p51d3o7svSjOCkIuihuUJFuRm0
6B;Mot dans le carnet;2023-10-16;Bavardages et manque de concentration.;;eL8PGgricIsrnj7VmaenJ6RgcT56w5O2_tVY21BKjdw
6B;Mot dans le carnet;2023-11-10;Attitude en classe;;eL8PGgricIsrnj7VmaenJ6RgcT56w5O2_tVY21BKjdw
6B;Retenue;2023-12-08;nan;;eL8PGgricIsrnj7VmaenJ6RgcT56w5O2_tVY21BKjdw
6B;Retenue;2024-02-15;nan;;eL8PGgricIsrnj7VmaenJ6RgcT56w5O2_tVY21BKjdw
6B;Mot dans le carnet;2024-03-18;bavardage et manque de concentration;;eL8PGgricIsrnj7VmaenJ6RgcT56w5O2_tVY21BKjdw
6B;Retenue;2024-03-27;plus de 4 retards sans excuses;;eL8PGgricIsrnj7VmaenJ6RgcT56w5O2_tVY21BKjdw
6B;Retenue;2024-04-23;il a seché l'heure de permanence et il jouait le foot au plateau sportif sans autorisation et sans surveillance;;eL8PGgricIsrnj7VmaenJ6RgcT56w5O2_tVY21BKjdw
6B;Mot dans le carnet;2024-05-14;Incivisme;;eL8PGgricIsrnj7VmaenJ6RgcT56w5O2_tVY21BKjdw
2B;Retenue;2023-11-30;Agitation en classe;;LlrsGOdTkMJXj1oq0g4kKzk1IgvlDjgc61WtFTMuLDg
2B;Retenue;2023-12-12;portable non éteint;;LlrsGOdTkMJXj1oq0g4kKzk1IgvlDjgc61WtFTMuLDg
2B;Mot dans le carnet;2024-02-13;Exclusion;;LlrsGOdTkMJXj1oq0g4kKzk1IgvlDjgc61WtFTMuLDg
2B;Exclusion de cours;2024-03-29;bavardage et manque de concentration;09:00:00;LlrsGOdTkMJXj1oq0g4kKzk1IgvlDjgc61WtFTMuLDg
2B;Mot dans le carnet;2024-05-24;Dégradation;;LlrsGOdTkMJXj1oq0g4kKzk1IgvlDjgc61WtFTMuLDg
3C;Retenue;2023-09-27;utilisation du téléphone en permanence;;MH3zeVBDBaJHfq21AVNxIFSFL0Tz0g93pqp55na-RLI
3C;Mot dans le carnet;2023-11-10;Tache non effectuee;;MH3zeVBDBaJHfq21AVNxIFSFL0Tz0g93pqp55na-RLI
3C;Mot dans le carnet;2023-11-21;bavardage et manque de concentration;;MH3zeVBDBaJHfq21AVNxIFSFL0Tz0g93pqp55na-RLI
3C;Mot dans le carnet;2023-11-29;Ecrire ses leçons;;MH3zeVBDBaJHfq21AVNxIFSFL0Tz0g93pqp55na-RLI
3C;Mot dans le carnet;2023-12-07;manger en classe;;MH3zeVBDBaJHfq21AVNxIFSFL0Tz0g93pqp55na-RLI
3C;Mot dans le carnet;2024-04-19;bavardage incessant;;MH3zeVBDBaJHfq21AVNxIFSFL0Tz0g93pqp55na-RLI
6B;Obligation de présenter des excuses à l'écrit;2023-11-14;ATTITUDE INACCEPTABLE EN CLASSE ENVERS LE PROFESSEUR, Attitude inacceptable en classe envers le professeur et les autres.;;R3j2R9l_aD747y1FuIvTVrkcpZ4GgMGnraerUIDSdZo
6B;Mot dans le carnet;2023-11-21;Agitation en classe;;R3j2R9l_aD747y1FuIvTVrkcpZ4GgMGnraerUIDSdZo
6B;Exclusion de cours;2024-02-16;Perturbe le cours de façon répétée malgrè les avertissements du professeur;15:00:00;R3j2R9l_aD747y1FuIvTVrkcpZ4GgMGnraerUIDSdZo
6B;Mot dans le carnet;2024-03-18;attitude inacceptable;;R3j2R9l_aD747y1FuIvTVrkcpZ4GgMGnraerUIDSdZo
6B;Mot dans le carnet;2024-04-16;Attitude en classe;;R3j2R9l_aD747y1FuIvTVrkcpZ4GgMGnraerUIDSdZo
6B;Mot dans le carnet;2024-04-19;nan;;R3j2R9l_aD747y1FuIvTVrkcpZ4GgMGnraerUIDSdZo
6B;Mot dans le carnet;2024-05-13;BAVARDAGES;;R3j2R9l_aD747y1FuIvTVrkcpZ4GgMGnraerUIDSdZo
6B;Mot dans le carnet;2024-05-22;nan;;R3j2R9l_aD747y1FuIvTVrkcpZ4GgMGnraerUIDSdZo
6B;Mot dans le carnet;2024-05-24;Attitude en classe;;R3j2R9l_aD747y1FuIvTVrkcpZ4GgMGnraerUIDSdZo
6B;Mot dans le carnet;2024-05-31;retard;;R3j2R9l_aD747y1FuIvTVrkcpZ4GgMGnraerUIDSdZo
6B;Mot dans le carnet;2024-06-03;Insulte;;R3j2R9l_aD747y1FuIvTVrkcpZ4GgMGnraerUIDSdZo
6B;Mot dans le carnet;2024-06-11;imitation de voix, Incivisme;;R3j2R9l_aD747y1FuIvTVrkcpZ4GgMGnraerUIDSdZo
3A;Retenue;2024-03-18;donner son carnet à un autre élève afin de pouvoir sortir de l'établissement.;;OAWz1lJLO55djXcZKdDJndyC17x_CjmUGa5Y64CaB2A
4B;Mot dans le carnet;2023-11-27;A agressé son camarade de classe en lui jetant une trousse au visage ;;4UPxoXWtfxb7DXrjXdnc9Vs5X-_ukDXSs6WHrGnfcB4
4B;Mot dans le carnet;2023-12-14;bavardage et manque de concentration;;4UPxoXWtfxb7DXrjXdnc9Vs5X-_ukDXSs6WHrGnfcB4
4B;Mot dans le carnet;2023-12-15;bavardage et manque de concentration;;4UPxoXWtfxb7DXrjXdnc9Vs5X-_ukDXSs6WHrGnfcB4
4B;Mot dans le carnet;2024-01-12;Bvardages incessants, manque de concentratiion, defaut de carnet;;4UPxoXWtfxb7DXrjXdnc9Vs5X-_ukDXSs6WHrGnfcB4
4B;Mot dans le carnet;2024-02-01;bavardage incessant;;4UPxoXWtfxb7DXrjXdnc9Vs5X-_ukDXSs6WHrGnfcB4
4B;Mot dans le carnet;2024-02-05;attitude inacceptable;;4UPxoXWtfxb7DXrjXdnc9Vs5X-_ukDXSs6WHrGnfcB4
4B;Devoir supplémentaire;2024-02-05;Attitude inadmissible en cours;;4UPxoXWtfxb7DXrjXdnc9Vs5X-_ukDXSs6WHrGnfcB4
4B;Devoir supplémentaire;2024-02-14;attitude inacceptable;;4UPxoXWtfxb7DXrjXdnc9Vs5X-_ukDXSs6WHrGnfcB4
4B;Devoir supplémentaire;2024-03-14;Agitation en classe, Attitude inadmissible en cours, Bavardages incessants. Un grand manque de concentra, Exclusion, mise en danger d'autrui, non respect des règles de vie de classe, Perturbe le cours de façon répétée malgrè les avertissements du professeur;;4UPxoXWtfxb7DXrjXdnc9Vs5X-_ukDXSs6WHrGnfcB4
4B;Devoir supplémentaire;2024-04-01;Agitation en classe, ATTITUDE INACCEPTABLE ENVERS L'ENSEIGNANT ET MANQUE DE RESPECT, Bavardages et manque de concentration., Changement de place sans autorisation, Perturbe le cours de façon répétée malgrè les avertissements du professeur;;4UPxoXWtfxb7DXrjXdnc9Vs5X-_ukDXSs6WHrGnfcB4
4B;Mot dans le carnet;2024-06-05;Agitation en classe, Bavardages incessants ;;4UPxoXWtfxb7DXrjXdnc9Vs5X-_ukDXSs6WHrGnfcB4
5C;Mot dans le carnet;2023-10-19;Bavardages et manque de concentration., Pas de travail en classe, Perturbe le cours de façon répétée malgrè les avertissements du professeur;;E5BwnEOfj6RpUy7Bl-b0JNH1GYcGquy6VRGpiVkiI44
5C;Mot dans le carnet;2023-11-13;bavardage et manque de concentration;;E5BwnEOfj6RpUy7Bl-b0JNH1GYcGquy6VRGpiVkiI44
5C;Devoir supplémentaire;2023-12-15;jet de papiers sur ses camarades en classe, Manque de concentration. Bavardages incessants. Défaut de carnet;;E5BwnEOfj6RpUy7Bl-b0JNH1GYcGquy6VRGpiVkiI44
5C;Mot dans le carnet;2023-12-18;bavardage et manque de concentration;;E5BwnEOfj6RpUy7Bl-b0JNH1GYcGquy6VRGpiVkiI44
5C;Mot dans le carnet;2023-12-19;bavardage et manque de concentration;;E5BwnEOfj6RpUy7Bl-b0JNH1GYcGquy6VRGpiVkiI44
5C;Mot dans le carnet;2023-12-21;Bavardages incessants comme d'habitude. Un grand manque de concentration. manque de carnet. Perturbation du cours;;E5BwnEOfj6RpUy7Bl-b0JNH1GYcGquy6VRGpiVkiI44
5C;Retenue;2024-01-18;il a poussé son camarde dans la cour;;E5BwnEOfj6RpUy7Bl-b0JNH1GYcGquy6VRGpiVkiI44
5C;Mot dans le carnet;2024-01-26;Chante en classe et manque de concentration;;E5BwnEOfj6RpUy7Bl-b0JNH1GYcGquy6VRGpiVkiI44
5C;Mot dans le carnet;2024-02-20;Bavardages et manque de concentration.;;E5BwnEOfj6RpUy7Bl-b0JNH1GYcGquy6VRGpiVkiI44
5C;Mot dans le carnet;2024-04-16;Bavardages et manque de concentration.;;E5BwnEOfj6RpUy7Bl-b0JNH1GYcGquy6VRGpiVkiI44
5C;Mot dans le carnet;2024-04-18;nan;;E5BwnEOfj6RpUy7Bl-b0JNH1GYcGquy6VRGpiVkiI44
4C;Retenue;2023-10-12;Attitude en classe;;eREy8SDwW7do9sFgzYfqrph3-H3NUm-FdJvPoHZbjoo
4C;Mot dans le carnet;2023-11-09;Attitude en classe;;eREy8SDwW7do9sFgzYfqrph3-H3NUm-FdJvPoHZbjoo
4C;Mot dans le carnet;2023-11-15;bavardage incessant;;eREy8SDwW7do9sFgzYfqrph3-H3NUm-FdJvPoHZbjoo
4C;Retenue;2023-11-21;manger en classe;;eREy8SDwW7do9sFgzYfqrph3-H3NUm-FdJvPoHZbjoo
4C;Retenue;2023-11-27;nan;;eREy8SDwW7do9sFgzYfqrph3-H3NUm-FdJvPoHZbjoo
4C;Mot dans le carnet;2023-12-14;Bavardages incessants comme d'habitude.Un grand manque de concentration. Perturbation du cours. Manque de carnet comme toujours.;;eREy8SDwW7do9sFgzYfqrph3-H3NUm-FdJvPoHZbjoo
4C;Mot dans le carnet;2024-01-08;Bavardages incessants. Un grand manque de concentra, Jet d' objet en classe;;eREy8SDwW7do9sFgzYfqrph3-H3NUm-FdJvPoHZbjoo
4C;Mot dans le carnet;2024-01-22;Bavardages incessants. Un grand manque de concentration. Perturbation du cours.Manque de carnet.;;eREy8SDwW7do9sFgzYfqrph3-H3NUm-FdJvPoHZbjoo
4C;Retenue;2024-02-02;Agitation en classe, cumul d'attitude inadmissible,manque de respect,insolence.;;eREy8SDwW7do9sFgzYfqrph3-H3NUm-FdJvPoHZbjoo
4C;Mot dans le carnet;2024-02-15;Attitude inadmissible en cours;;eREy8SDwW7do9sFgzYfqrph3-H3NUm-FdJvPoHZbjoo
4C;Retenue;2024-03-26;a insulte son enseignant d'arabe;;eREy8SDwW7do9sFgzYfqrph3-H3NUm-FdJvPoHZbjoo
4C;Mot dans le carnet;2024-04-15;Bavardages et manque de concentration.;;eREy8SDwW7do9sFgzYfqrph3-H3NUm-FdJvPoHZbjoo
4C;Mot dans le carnet;2024-04-22;Agitation en classe;;eREy8SDwW7do9sFgzYfqrph3-H3NUm-FdJvPoHZbjoo
4C;Mot dans le carnet;2024-04-24;manque de concentration;;eREy8SDwW7do9sFgzYfqrph3-H3NUm-FdJvPoHZbjoo
4C;Retenue;2024-05-20;bavardages incessants, cumul d'attitude inadmissible,manque de respect,insolence.;;eREy8SDwW7do9sFgzYfqrph3-H3NUm-FdJvPoHZbjoo
4B;Retenue;2023-11-09;Devoirs non faits;;as4EISZ73Vh1ieJ4hrfolvfWDviMPf0x5KMuRKNZuuc
4B;Retenue;2024-02-06;Matériel manquant;;as4EISZ73Vh1ieJ4hrfolvfWDviMPf0x5KMuRKNZuuc
2B;Exclusion de cours;2023-12-15;Utilisation du téléphone portable dans la cour;09:00:00;d5NYXP7DPsjaza1elpPu3p5aJy9XjDDybBSsh3Q9USY
2B;Retenue;2024-01-24;Utilisation de télèphone;;d5NYXP7DPsjaza1elpPu3p5aJy9XjDDybBSsh3Q9USY
2B;Mot dans le carnet;2024-03-21;Bavardage incessant et manque de respect dans la classe;;d5NYXP7DPsjaza1elpPu3p5aJy9XjDDybBSsh3Q9USY
1B/C;Exclusion de cours;2024-02-15;nan;08:00:00;IwCZCDXW7Fp0pN_SmHLTYAXAk8kBEJ19B7myEZW6lSE
3B;Mot dans le carnet;2024-03-19;Bavardage et pertu un comportement de non respect inadmissible vis à vis du professeur lors du commencement de l'évaluation .;;t0yGJbJk-148rq0fxxPRksi2ejaB2Mlg5Yye3do0qRs
3B;Mot dans le carnet;2024-03-22;Tricherie;;t0yGJbJk-148rq0fxxPRksi2ejaB2Mlg5Yye3do0qRs
3B;Mot dans le carnet;2024-04-04;Attitude en classe;;t0yGJbJk-148rq0fxxPRksi2ejaB2Mlg5Yye3do0qRs
3B;Mot dans le carnet;2024-04-22;Comportement inacceptable en classe, cumul d'attitude inacceptable et de retards;;t0yGJbJk-148rq0fxxPRksi2ejaB2Mlg5Yye3do0qRs
3B;Mot dans le carnet;2024-04-22;Agitation en classe;;t0yGJbJk-148rq0fxxPRksi2ejaB2Mlg5Yye3do0qRs
3B;Mot dans le carnet;2024-05-13;Bavardage incessant et manque de respect dans la classe;;t0yGJbJk-148rq0fxxPRksi2ejaB2Mlg5Yye3do0qRs
3B;Mot dans le carnet;2024-05-14;Bavardages et manque de concentration.;;t0yGJbJk-148rq0fxxPRksi2ejaB2Mlg5Yye3do0qRs
3B;Mot dans le carnet;2024-05-15;bavardage incessant;;t0yGJbJk-148rq0fxxPRksi2ejaB2Mlg5Yye3do0qRs
3B;Mot dans le carnet;2024-05-22;BAVARDAGES;;t0yGJbJk-148rq0fxxPRksi2ejaB2Mlg5Yye3do0qRs
1B/C;TIG;2023-09-27;Dégradation;;BFb2WBb9rtnKRgR3C9B7fX5qZp2Mc5IW8EJle_6rifo
1B/C;Mot dans le carnet;2023-12-05;bavardage incessant;;BFb2WBb9rtnKRgR3C9B7fX5qZp2Mc5IW8EJle_6rifo
5B;Mot dans le carnet;2024-02-22;BAVARDAGES;;uQDbaIwfPFjym3uaYLE6WfuLnR2rb7TBEEcXdupkMvQ
5B;Mot dans le carnet;2024-03-29;jet de papiers sur ses camarades en classe;;uQDbaIwfPFjym3uaYLE6WfuLnR2rb7TBEEcXdupkMvQ
5A;Mot dans le carnet;2023-09-25;Changement de place sans autorisation;;jc_SOnXvusZltikBs27Da22nepkbd-QHMBm8n5-i0XU
5A;Retenue;2024-02-20;Il a seché l'heure de permanence et il est  resté au toilettes en cachette;;jc_SOnXvusZltikBs27Da22nepkbd-QHMBm8n5-i0XU
2C;Mot dans le carnet;2023-10-19;nan;;e39VVOIQSRRKJLImLubDNwbk7615wXOoKU-xTO_9gX8
4C;Mot dans le carnet;2023-09-11;travail non fait;;u4-ao2ErjBrLVWQPG8on0MNPeO8AudFeabVTzpRV6pA
4C;Mot dans le carnet;2023-10-13;Incivisme, manque de concentration;;u4-ao2ErjBrLVWQPG8on0MNPeO8AudFeabVTzpRV6pA
4C;Mot dans le carnet;2023-11-09;Chante en classe et manque de concentration;;u4-ao2ErjBrLVWQPG8on0MNPeO8AudFeabVTzpRV6pA
4C;Mot dans le carnet;2023-11-15;Bavardages et manque de concentration.;;u4-ao2ErjBrLVWQPG8on0MNPeO8AudFeabVTzpRV6pA
4C;Mot dans le carnet;2023-12-14;Dort en classe;;u4-ao2ErjBrLVWQPG8on0MNPeO8AudFeabVTzpRV6pA
4C;Mot dans le carnet;2024-01-25;Bvardages incessants, manque de concentratiion, defaut de carnet;;u4-ao2ErjBrLVWQPG8on0MNPeO8AudFeabVTzpRV6pA
4C;Mot dans le carnet;2024-01-31;manque de concentration, oublie constant de matériel, oublis de carnet;;u4-ao2ErjBrLVWQPG8on0MNPeO8AudFeabVTzpRV6pA
4C;Retenue;2024-02-06;sortie de la permmanance sans permission;;u4-ao2ErjBrLVWQPG8on0MNPeO8AudFeabVTzpRV6pA
4C;Mot dans le carnet;2024-02-07;Matériel manquant;;u4-ao2ErjBrLVWQPG8on0MNPeO8AudFeabVTzpRV6pA
4C;Mot dans le carnet;2024-02-12;attitude inacceptable;;u4-ao2ErjBrLVWQPG8on0MNPeO8AudFeabVTzpRV6pA
4C;Retenue;2024-02-12;Bvardages incessants, manque de concentratiion, defaut de carnet;;u4-ao2ErjBrLVWQPG8on0MNPeO8AudFeabVTzpRV6pA
4C;Mot dans le carnet;2024-02-15;Changement de place sans autorisation;;u4-ao2ErjBrLVWQPG8on0MNPeO8AudFeabVTzpRV6pA
4C;Devoir supplémentaire;2024-03-13;attitude inacceptable;;u4-ao2ErjBrLVWQPG8on0MNPeO8AudFeabVTzpRV6pA
4C;Mot dans le carnet;2024-03-29;Bavardages et manque de concentration.;;u4-ao2ErjBrLVWQPG8on0MNPeO8AudFeabVTzpRV6pA
4C;Retenue;2024-04-04;Agitation en classe;;u4-ao2ErjBrLVWQPG8on0MNPeO8AudFeabVTzpRV6pA
4C;Mot dans le carnet;2024-04-08;Bavardages incessants ;;u4-ao2ErjBrLVWQPG8on0MNPeO8AudFeabVTzpRV6pA
4C;Mot dans le carnet;2024-04-15;bavardage incessant;;u4-ao2ErjBrLVWQPG8on0MNPeO8AudFeabVTzpRV6pA
4C;Mot dans le carnet;2024-04-19;Agitation en classe;;u4-ao2ErjBrLVWQPG8on0MNPeO8AudFeabVTzpRV6pA
4C;Mot dans le carnet;2024-04-22;Agitation en classe;;u4-ao2ErjBrLVWQPG8on0MNPeO8AudFeabVTzpRV6pA
4C;Mot dans le carnet;2024-04-22;Incivisme;;u4-ao2ErjBrLVWQPG8on0MNPeO8AudFeabVTzpRV6pA
4C;Mot dans le carnet;2024-04-24;attitude inacceptable;;u4-ao2ErjBrLVWQPG8on0MNPeO8AudFeabVTzpRV6pA
4C;Mot dans le carnet;2024-04-25;Devoirs non faits;;u4-ao2ErjBrLVWQPG8on0MNPeO8AudFeabVTzpRV6pA
4C;Mot dans le carnet;2024-05-15;bavardage et manque de concentration;;u4-ao2ErjBrLVWQPG8on0MNPeO8AudFeabVTzpRV6pA
4C;Exclusion de cours;2024-05-20;Bavardage incessant et manque de respect dans la classe;11:10:00;u4-ao2ErjBrLVWQPG8on0MNPeO8AudFeabVTzpRV6pA
2B;Mot dans le carnet;2023-09-07;attitude inacceptable;;GbMxrMfnvKDq4zzplkWr-OG1XMzA4tUUjCJOD0TE9C4
2B;Exclusion de cours;2023-11-24;Agitation en classe;09:00:00;GbMxrMfnvKDq4zzplkWr-OG1XMzA4tUUjCJOD0TE9C4
2B;Retenue;2023-11-27;Utilisation de télèphone;;GbMxrMfnvKDq4zzplkWr-OG1XMzA4tUUjCJOD0TE9C4
2B;Exclusion de cours;2024-02-14;Attitude en classe;12:50:00;GbMxrMfnvKDq4zzplkWr-OG1XMzA4tUUjCJOD0TE9C4
2B;Retenue;2024-02-19;dégradation du matériel;;GbMxrMfnvKDq4zzplkWr-OG1XMzA4tUUjCJOD0TE9C4
4B;Mot dans le carnet;2023-09-18;Attitude en classe;;dL3WloIEanh7tuQ6LeHpEDOGC9XWbmjdexqGq8Tx_fU
4B;Mot dans le carnet;2023-10-19;cumul d'attitude inadmissible,manque de respect,insolence.;;dL3WloIEanh7tuQ6LeHpEDOGC9XWbmjdexqGq8Tx_fU
4B;Exclusion de cours;2023-11-14;insulte envers un enseignant;08:00:00;dL3WloIEanh7tuQ6LeHpEDOGC9XWbmjdexqGq8Tx_fU
4B;Mot dans le carnet;2023-12-15;Attitude en classe;;dL3WloIEanh7tuQ6LeHpEDOGC9XWbmjdexqGq8Tx_fU
4B;Mot dans le carnet;2023-12-19;bavardages incessants;;dL3WloIEanh7tuQ6LeHpEDOGC9XWbmjdexqGq8Tx_fU
4B;Mot dans le carnet;2024-01-16;Jet d' objet en classe;;dL3WloIEanh7tuQ6LeHpEDOGC9XWbmjdexqGq8Tx_fU
4B;Mot dans le carnet;2024-01-26;Bavardages incessants ;;dL3WloIEanh7tuQ6LeHpEDOGC9XWbmjdexqGq8Tx_fU
4B;Devoir supplémentaire;2024-02-06;Matériel manquant;;dL3WloIEanh7tuQ6LeHpEDOGC9XWbmjdexqGq8Tx_fU
4B;Mot dans le carnet;2024-02-07;mange en classe;;dL3WloIEanh7tuQ6LeHpEDOGC9XWbmjdexqGq8Tx_fU
4B;Mot dans le carnet;2024-02-09;Bavardages et manque de concentration.;;dL3WloIEanh7tuQ6LeHpEDOGC9XWbmjdexqGq8Tx_fU
4B;Retenue;2024-04-05;Perturbe le cours de façon répétée malgrè les avertissements du professeur;;dL3WloIEanh7tuQ6LeHpEDOGC9XWbmjdexqGq8Tx_fU
4B;Mot dans le carnet;2024-04-09;bavardages incessants;;dL3WloIEanh7tuQ6LeHpEDOGC9XWbmjdexqGq8Tx_fU
4B;Mot dans le carnet;2024-04-15;bavardage et manque de concentration;;dL3WloIEanh7tuQ6LeHpEDOGC9XWbmjdexqGq8Tx_fU
4B;Mot dans le carnet;2024-04-24;bavardages incessants;;dL3WloIEanh7tuQ6LeHpEDOGC9XWbmjdexqGq8Tx_fU
4B;Mot dans le carnet;2024-04-26;Agitation en classe, bavardage incessant, Ilyass a rendu le cous impossible cette séance, et c'est pas la première fois. Je lui demande son carnet et il me dit qu'il ne l'a pas pas, à la fin de la séance je lui demande de vider son cartable, j'ai trouvé son carnet. , manque de respect;;dL3WloIEanh7tuQ6LeHpEDOGC9XWbmjdexqGq8Tx_fU
4B;Exclusion de cours;2024-05-15;manque de concentration;11:10:00;dL3WloIEanh7tuQ6LeHpEDOGC9XWbmjdexqGq8Tx_fU
4B;Mot dans le carnet;2024-05-16;Attitude inadmissible en cours;;dL3WloIEanh7tuQ6LeHpEDOGC9XWbmjdexqGq8Tx_fU
4B;Retenue;2024-05-20;bavardages incessants, Continue à perturber le cours malgré les avertissements répétés du professeurs ;;dL3WloIEanh7tuQ6LeHpEDOGC9XWbmjdexqGq8Tx_fU
4B;Mot dans le carnet;2024-05-27;Bavardage incessant et manque de respect dans la classe;;dL3WloIEanh7tuQ6LeHpEDOGC9XWbmjdexqGq8Tx_fU
4B;Mot dans le carnet;2024-06-05;Agitation en classe, bavardage incessant;;dL3WloIEanh7tuQ6LeHpEDOGC9XWbmjdexqGq8Tx_fU
3C;Mot dans le carnet;2023-11-29;Ecrire ses leçons;;5BkW-ZhQQTsnGQ8kPfOwck1X6i3toLM-hIwT1X4YASw
6C;Mot dans le carnet;2023-11-30;Attitude en classe;;BDNUeIgeEHVXRqCoKwtTFM8rqNKKIZY7nLm3DJNg0cg
5A;Mot dans le carnet;2024-04-16;cumul d'attitude inacceptable et de retards;;rBfeng-nhzTCO_EbzV_3Ax4YN7DxPeaRtvG5Xyt1mWM
5C;Devoir supplémentaire;2023-09-25;nan;;83jGAidoapVMbksz8_Rs8cwXXe89Vrn5WhlSEit_z2c
5C;Devoir supplémentaire;2023-11-10;Attitude en classe;;83jGAidoapVMbksz8_Rs8cwXXe89Vrn5WhlSEit_z2c
5C;Mot dans le carnet;2024-03-25;bavardage et manque de concentration, Matériel manquant;;83jGAidoapVMbksz8_Rs8cwXXe89Vrn5WhlSEit_z2c
5C;Retenue;2024-03-28;Utilisation de télèphone;;83jGAidoapVMbksz8_Rs8cwXXe89Vrn5WhlSEit_z2c
2C;Mot dans le carnet;2023-10-05;nan;;ss5EC-xoByUyehGd9WvdcuaZfIErmIJlGy2ZM6LL40Y
2C;Exclusion de cours;2023-10-11;absence de matériel;09:00:00;ss5EC-xoByUyehGd9WvdcuaZfIErmIJlGy2ZM6LL40Y
2A;Exclusion de cours;2023-11-10;nan;12:50:00;oryI8VbQiiMvGqJVaPpv5tA31rRahouzJxPnw9rgtMk
2A;Devoir supplémentaire;2024-03-26;travail non fait;;oryI8VbQiiMvGqJVaPpv5tA31rRahouzJxPnw9rgtMk
2A;Retenue;2024-05-20;Utilisation du téléphone portable dans la cour;;oryI8VbQiiMvGqJVaPpv5tA31rRahouzJxPnw9rgtMk
6B;Mot dans le carnet;2024-01-18;a insulté son camarade de classe, Exclusion;;SHSsPgbi5BlYrnCmuWleygH_tfqYvy_YxugirX8LGV0
6C;Mot dans le carnet;2023-10-12;nan;;ddUtvb1xfgYQtbTgTUvKTQky3tdIeJafd6ai9zdKHlM
6C;Mot dans le carnet;2023-10-13;Attitude en classe;;ddUtvb1xfgYQtbTgTUvKTQky3tdIeJafd6ai9zdKHlM
6C;Mot dans le carnet;2024-01-30;comportement inadmissible en permamnence;;ddUtvb1xfgYQtbTgTUvKTQky3tdIeJafd6ai9zdKHlM
6C;Retenue;2024-03-27;plus de 4 retards sans excuses;;ddUtvb1xfgYQtbTgTUvKTQky3tdIeJafd6ai9zdKHlM
