classes;motif;regle;date;heure;duree;eleve_id
5A;SANS EXCUSES;O;2024-03-28;12:50:00;00:05:00;NyYsao1DYGPJ3wR4n1GSv4xZObLqBJx0WAgMft_KBrc
5A;PROBLEME DE TRANSPORT;O;2024-04-08;08:00:00;00:05:00;NyYsao1DYGPJ3wR4n1GSv4xZObLqBJx0WAgMft_KBrc
5A;PROBLEME DE TRANSPORT;O;2024-04-23;08:00:00;00:05:00;NyYsao1DYGPJ3wR4n1GSv4xZObLqBJx0WAgMft_KBrc
5A;PROBLEME DE TRANSPORT;O;2024-04-24;08:00:00;00:05:00;NyYsao1DYGPJ3wR4n1GSv4xZObLqBJx0WAgMft_KBrc
5A;PROBLEME DE TRANSPORT;O;2024-05-15;08:00:00;00:05:00;NyYsao1DYGPJ3wR4n1GSv4xZObLqBJx0WAgMft_KBrc
5A;PROBLEME DE TRANSPORT;O;2024-05-21;08:00:00;00:05:00;NyYsao1DYGPJ3wR4n1GSv4xZObLqBJx0WAgMft_KBrc
5A;PROBLEME DE TRANSPORT;O;2024-06-04;08:00:00;00:05:00;NyYsao1DYGPJ3wR4n1GSv4xZObLqBJx0WAgMft_KBrc
3B;PROBLEME DE TRANSPORT;O;2023-09-15;08:00:00;00:05:00;iE-N2ESkF9Pz1KpfhbxhNjEdMg1dVX8tJL4a_eO3F6M
3B;PROBLEME DE TRANSPORT;O;2023-10-13;08:00:00;00:05:00;iE-N2ESkF9Pz1KpfhbxhNjEdMg1dVX8tJL4a_eO3F6M
3B;SANS EXCUSES;O;2023-10-16;15:00:00;00:05:00;iE-N2ESkF9Pz1KpfhbxhNjEdMg1dVX8tJL4a_eO3F6M
3B;PROBLEME DE TRANSPORT;O;2023-11-14;08:00:00;00:05:00;iE-N2ESkF9Pz1KpfhbxhNjEdMg1dVX8tJL4a_eO3F6M
3B;PROBLEME DE TRANSPORT;O;2023-11-16;08:00:00;00:05:00;iE-N2ESkF9Pz1KpfhbxhNjEdMg1dVX8tJL4a_eO3F6M
3B;PROBLEME DE TRANSPORT;O;2023-11-24;08:00:00;00:05:00;iE-N2ESkF9Pz1KpfhbxhNjEdMg1dVX8tJL4a_eO3F6M
3B;SANS EXCUSES;O;2023-11-29;10:10:00;00:05:00;iE-N2ESkF9Pz1KpfhbxhNjEdMg1dVX8tJL4a_eO3F6M
3B;PROBLEME DE TRANSPORT;O;2023-12-11;08:00:00;00:05:00;iE-N2ESkF9Pz1KpfhbxhNjEdMg1dVX8tJL4a_eO3F6M
3B;PROBLEME DE TRANSPORT;O;2023-12-14;08:00:00;00:05:00;iE-N2ESkF9Pz1KpfhbxhNjEdMg1dVX8tJL4a_eO3F6M
3B;PROBLEME DE TRANSPORT;O;2024-01-25;08:00:00;00:05:00;iE-N2ESkF9Pz1KpfhbxhNjEdMg1dVX8tJL4a_eO3F6M
3B;PROBLEME DE TRANSPORT;O;2024-01-29;08:00:00;00:05:00;iE-N2ESkF9Pz1KpfhbxhNjEdMg1dVX8tJL4a_eO3F6M
3B;PROBLEME DE TRANSPORT;O;2024-02-05;08:00:00;00:05:00;iE-N2ESkF9Pz1KpfhbxhNjEdMg1dVX8tJL4a_eO3F6M
3B;PROBLEME DE TRANSPORT;O;2024-02-08;08:00:00;00:05:00;iE-N2ESkF9Pz1KpfhbxhNjEdMg1dVX8tJL4a_eO3F6M
3B;SANS EXCUSES;O;2024-02-19;15:00:00;00:05:00;iE-N2ESkF9Pz1KpfhbxhNjEdMg1dVX8tJL4a_eO3F6M
3B;PROBLEME DE TRANSPORT;O;2024-03-18;08:00:00;00:05:00;iE-N2ESkF9Pz1KpfhbxhNjEdMg1dVX8tJL4a_eO3F6M
3B;PROBLEME DE TRANSPORT;O;2024-03-25;08:00:00;00:05:00;iE-N2ESkF9Pz1KpfhbxhNjEdMg1dVX8tJL4a_eO3F6M
3B;PROBLEME DE TRANSPORT;O;2024-04-01;08:00:00;00:05:00;iE-N2ESkF9Pz1KpfhbxhNjEdMg1dVX8tJL4a_eO3F6M
3B;PROBLEME DE TRANSPORT;O;2024-04-04;08:00:00;00:05:00;iE-N2ESkF9Pz1KpfhbxhNjEdMg1dVX8tJL4a_eO3F6M
3B;PROBLEME DE TRANSPORT;O;2024-04-08;08:00:00;00:05:00;iE-N2ESkF9Pz1KpfhbxhNjEdMg1dVX8tJL4a_eO3F6M
3B;PROBLEME DE TRANSPORT;O;2024-06-03;08:00:00;00:05:00;iE-N2ESkF9Pz1KpfhbxhNjEdMg1dVX8tJL4a_eO3F6M
3B;Motif non encore connu;N;2024-06-07;10:10:00;01:00:00;iE-N2ESkF9Pz1KpfhbxhNjEdMg1dVX8tJL4a_eO3F6M
4B;SANS EXCUSES;O;2023-10-20;15:00:00;00:05:00;finLLuXIGD76WBVPIFR3icbAt6e9gLRoBxK3-MUpipc
4B;SANS EXCUSES;O;2023-11-08;09:00:00;00:05:00;finLLuXIGD76WBVPIFR3icbAt6e9gLRoBxK3-MUpipc
4B;PROBLEME DE TRANSPORT;O;2024-01-10;08:00:00;00:05:00;finLLuXIGD76WBVPIFR3icbAt6e9gLRoBxK3-MUpipc
4B;SANS EXCUSES;O;2024-02-01;16:00:00;00:05:00;finLLuXIGD76WBVPIFR3icbAt6e9gLRoBxK3-MUpipc
4B;SANS EXCUSES;O;2024-02-19;15:00:00;00:05:00;finLLuXIGD76WBVPIFR3icbAt6e9gLRoBxK3-MUpipc
4B;SANS EXCUSES;O;2024-04-23;09:00:00;00:05:00;finLLuXIGD76WBVPIFR3icbAt6e9gLRoBxK3-MUpipc
4B;SANS EXCUSES;O;2024-05-28;10:10:00;00:05:00;finLLuXIGD76WBVPIFR3icbAt6e9gLRoBxK3-MUpipc
4A;PROBLEME DE TRANSPORT;O;2024-02-23;08:00:00;00:05:00;KWIw5gvi1vIJ8K7DpPi-lXVq3kqVu7nlWAmpzVyes1U
4A;SANS EXCUSES;O;2024-05-30;13:50:00;00:05:00;KWIw5gvi1vIJ8K7DpPi-lXVq3kqVu7nlWAmpzVyes1U
4A;SANS EXCUSES;O;2024-06-07;15:00:00;00:05:00;KWIw5gvi1vIJ8K7DpPi-lXVq3kqVu7nlWAmpzVyes1U
6A;SANS EXCUSES;O;2023-10-09;13:50:00;00:05:00;1uAM5Tlr0FmWlph0x6YEqggTi6biqSWnKVuNN_BKomo
6A;PROBLEME DE TRANSPORT;O;2024-05-27;08:00:00;00:05:00;1uAM5Tlr0FmWlph0x6YEqggTi6biqSWnKVuNN_BKomo
6A;PROBLEME DE TRANSPORT;O;2024-06-10;08:00:00;00:05:00;1uAM5Tlr0FmWlph0x6YEqggTi6biqSWnKVuNN_BKomo
5C;SANS EXCUSES;O;2024-05-20;15:00:00;00:05:00;53V33NjKa3QFqf5K07clBX4Hx4N94suO9O5taTguXbs
5B;SANS EXCUSES;O;2023-09-18;10:10:00;00:05:00;98MS2uDKlKqC7Qlh4p51d3o7svSjOCkIuihuUJFuRm0
5B;PROBLEME DE TRANSPORT;O;2023-09-22;08:00:00;00:05:00;98MS2uDKlKqC7Qlh4p51d3o7svSjOCkIuihuUJFuRm0
5B;SANS EXCUSES;O;2023-12-12;10:10:00;00:05:00;98MS2uDKlKqC7Qlh4p51d3o7svSjOCkIuihuUJFuRm0
5B;SANS EXCUSES;O;2023-12-18;16:00:00;00:05:00;98MS2uDKlKqC7Qlh4p51d3o7svSjOCkIuihuUJFuRm0
5B;SANS EXCUSES;O;2024-01-23;10:10:00;00:05:00;98MS2uDKlKqC7Qlh4p51d3o7svSjOCkIuihuUJFuRm0
6B;SANS EXCUSES;O;2023-09-27;11:10:00;00:05:00;eL8PGgricIsrnj7VmaenJ6RgcT56w5O2_tVY21BKjdw
6B;PROBLEME DE TRANSPORT;O;2024-01-19;08:00:00;00:05:00;eL8PGgricIsrnj7VmaenJ6RgcT56w5O2_tVY21BKjdw
6B;PROBLEME DE TRANSPORT;O;2024-02-08;08:00:00;00:05:00;eL8PGgricIsrnj7VmaenJ6RgcT56w5O2_tVY21BKjdw
6B;SANS EXCUSES;O;2024-03-19;12:50:00;00:05:00;eL8PGgricIsrnj7VmaenJ6RgcT56w5O2_tVY21BKjdw
6B;SANS EXCUSES;O;2024-03-25;15:00:00;00:05:00;eL8PGgricIsrnj7VmaenJ6RgcT56w5O2_tVY21BKjdw
6B;SANS EXCUSES;O;2024-05-16;16:00:00;00:05:00;eL8PGgricIsrnj7VmaenJ6RgcT56w5O2_tVY21BKjdw
6B;Motif non encore connu;N;2024-06-07;13:50:00;00:05:00;eL8PGgricIsrnj7VmaenJ6RgcT56w5O2_tVY21BKjdw
3C;PROBLEME DE TRANSPORT;O;2023-10-03;08:00:00;00:05:00;n2YXjFi9xitlo5KbrNgpdiLggV2pnmtugv6KFJCmsBQ
3C;PROBLEME DE TRANSPORT;O;2023-10-12;08:00:00;00:05:00;n2YXjFi9xitlo5KbrNgpdiLggV2pnmtugv6KFJCmsBQ
3C;PROBLEME DE TRANSPORT;O;2024-02-07;10:10:00;00:05:00;n2YXjFi9xitlo5KbrNgpdiLggV2pnmtugv6KFJCmsBQ
3C;PROBLEME DE TRANSPORT;O;2024-02-13;08:00:00;00:05:00;n2YXjFi9xitlo5KbrNgpdiLggV2pnmtugv6KFJCmsBQ
3C;PROBLEME DE TRANSPORT;O;2024-02-15;08:00:00;00:05:00;n2YXjFi9xitlo5KbrNgpdiLggV2pnmtugv6KFJCmsBQ
3C;SANS EXCUSES;O;2024-02-19;15:00:00;00:05:00;n2YXjFi9xitlo5KbrNgpdiLggV2pnmtugv6KFJCmsBQ
3C;PROBLEME DE TRANSPORT;O;2024-02-20;09:00:00;00:05:00;n2YXjFi9xitlo5KbrNgpdiLggV2pnmtugv6KFJCmsBQ
3C;SANS EXCUSES;O;2024-03-11;13:50:00;00:05:00;n2YXjFi9xitlo5KbrNgpdiLggV2pnmtugv6KFJCmsBQ
3C;SANS EXCUSES;O;2024-03-11;15:00:00;00:05:00;n2YXjFi9xitlo5KbrNgpdiLggV2pnmtugv6KFJCmsBQ
3C;PROBLEME DE TRANSPORT;O;2024-03-13;08:00:00;00:05:00;n2YXjFi9xitlo5KbrNgpdiLggV2pnmtugv6KFJCmsBQ
3C;SANS EXCUSES;O;2024-04-01;15:00:00;00:05:00;n2YXjFi9xitlo5KbrNgpdiLggV2pnmtugv6KFJCmsBQ
Terminale;SANS EXCUSES;O;2023-09-21;09:00:00;00:05:00;BYIrK9VroohqRd_qCKupY98yTcK2Xn0fxE0YWfo1mvA
Terminale;PROBLEME DE TRANSPORT;O;2023-12-19;08:00:00;00:05:00;BYIrK9VroohqRd_qCKupY98yTcK2Xn0fxE0YWfo1mvA
2B;SANS EXCUSES;O;2023-09-07;10:10:00;00:05:00;LlrsGOdTkMJXj1oq0g4kKzk1IgvlDjgc61WtFTMuLDg
2B;SANS EXCUSES;O;2023-09-11;15:00:00;00:05:00;LlrsGOdTkMJXj1oq0g4kKzk1IgvlDjgc61WtFTMuLDg
2B;PROBLEME DE TRANSPORT;O;2023-09-12;08:00:00;00:05:00;LlrsGOdTkMJXj1oq0g4kKzk1IgvlDjgc61WtFTMuLDg
2B;SANS EXCUSES;O;2023-09-26;12:50:00;00:05:00;LlrsGOdTkMJXj1oq0g4kKzk1IgvlDjgc61WtFTMuLDg
2B;PROBLEME DE TRANSPORT;O;2023-10-06;08:00:00;00:05:00;LlrsGOdTkMJXj1oq0g4kKzk1IgvlDjgc61WtFTMuLDg
2B;SANS EXCUSES;O;2023-11-27;15:00:00;00:05:00;LlrsGOdTkMJXj1oq0g4kKzk1IgvlDjgc61WtFTMuLDg
2B;SANS EXCUSES;O;2023-12-08;15:00:00;00:05:00;LlrsGOdTkMJXj1oq0g4kKzk1IgvlDjgc61WtFTMuLDg
2B;SANS EXCUSES;O;2023-12-21;15:00:00;00:05:00;LlrsGOdTkMJXj1oq0g4kKzk1IgvlDjgc61WtFTMuLDg
2B;SANS EXCUSES;O;2024-01-30;15:00:00;00:05:00;LlrsGOdTkMJXj1oq0g4kKzk1IgvlDjgc61WtFTMuLDg
2B;SANS EXCUSES;O;2024-02-01;15:00:00;00:05:00;LlrsGOdTkMJXj1oq0g4kKzk1IgvlDjgc61WtFTMuLDg
2B;SANS EXCUSES;O;2024-02-08;15:00:00;00:05:00;LlrsGOdTkMJXj1oq0g4kKzk1IgvlDjgc61WtFTMuLDg
3C;SANS EXCUSES;O;2023-09-18;15:00:00;00:05:00;MH3zeVBDBaJHfq21AVNxIFSFL0Tz0g93pqp55na-RLI
3C;PROBLEME DE TRANSPORT;O;2023-09-27;08:00:00;00:05:00;MH3zeVBDBaJHfq21AVNxIFSFL0Tz0g93pqp55na-RLI
3C;SANS EXCUSES;O;2023-10-10;10:10:00;00:05:00;MH3zeVBDBaJHfq21AVNxIFSFL0Tz0g93pqp55na-RLI
3C;SANS EXCUSES;O;2023-11-29;10:10:00;00:05:00;MH3zeVBDBaJHfq21AVNxIFSFL0Tz0g93pqp55na-RLI
3C;PROBLEME DE TRANSPORT;O;2023-12-07;08:00:00;00:05:00;MH3zeVBDBaJHfq21AVNxIFSFL0Tz0g93pqp55na-RLI
3C;SANS EXCUSES;O;2024-03-11;15:00:00;00:05:00;MH3zeVBDBaJHfq21AVNxIFSFL0Tz0g93pqp55na-RLI
3C;SANS EXCUSES;O;2024-04-01;15:00:00;00:05:00;MH3zeVBDBaJHfq21AVNxIFSFL0Tz0g93pqp55na-RLI
3C;SANS EXCUSES;O;2024-05-27;15:00:00;00:05:00;MH3zeVBDBaJHfq21AVNxIFSFL0Tz0g93pqp55na-RLI
3C;Motif non encore connu;N;2024-06-03;15:00:00;00:08:00;MH3zeVBDBaJHfq21AVNxIFSFL0Tz0g93pqp55na-RLI
1B/C;PROBLEME DE TRANSPORT;O;2023-12-05;08:00:00;00:05:00;4z3S0asPCajLU5mtsF-FEH3134hoSvdC56epCyBqqVk
1B/C;PROBLEME DE TRANSPORT;O;2023-12-15;08:00:00;00:05:00;4z3S0asPCajLU5mtsF-FEH3134hoSvdC56epCyBqqVk
1B/C;SANS EXCUSES;O;2024-01-18;13:50:00;00:05:00;4z3S0asPCajLU5mtsF-FEH3134hoSvdC56epCyBqqVk
1B/C;SANS EXCUSES;O;2024-02-01;10:10:00;00:05:00;4z3S0asPCajLU5mtsF-FEH3134hoSvdC56epCyBqqVk
1B/C;Motif non encore connu;N;2024-03-15;15:00:00;00:05:00;4z3S0asPCajLU5mtsF-FEH3134hoSvdC56epCyBqqVk
1B/C;Motif non encore connu;N;2024-03-21;10:10:00;00:05:00;4z3S0asPCajLU5mtsF-FEH3134hoSvdC56epCyBqqVk
1B/C;Motif non encore connu;N;2024-03-22;15:00:00;00:05:00;4z3S0asPCajLU5mtsF-FEH3134hoSvdC56epCyBqqVk
1B/C;Motif non encore connu;N;2024-03-28;12:50:00;00:05:00;4z3S0asPCajLU5mtsF-FEH3134hoSvdC56epCyBqqVk
1B/C;Motif non encore connu;N;2024-04-04;13:50:00;00:20:00;4z3S0asPCajLU5mtsF-FEH3134hoSvdC56epCyBqqVk
6B;SANS EXCUSES;O;2023-11-08;11:10:00;00:05:00;R3j2R9l_aD747y1FuIvTVrkcpZ4GgMGnraerUIDSdZo
6B;PROBLEME DE TRANSPORT;O;2023-11-22;08:00:00;00:05:00;R3j2R9l_aD747y1FuIvTVrkcpZ4GgMGnraerUIDSdZo
6B;SANS EXCUSES;O;2023-12-04;13:50:00;00:05:00;R3j2R9l_aD747y1FuIvTVrkcpZ4GgMGnraerUIDSdZo
6B;PROBLEME DE TRANSPORT;O;2024-02-07;08:00:00;00:05:00;R3j2R9l_aD747y1FuIvTVrkcpZ4GgMGnraerUIDSdZo
6B;PROBLEME DE TRANSPORT;O;2024-02-15;08:00:00;00:05:00;R3j2R9l_aD747y1FuIvTVrkcpZ4GgMGnraerUIDSdZo
6B;PROBLEME DE TRANSPORT;O;2024-04-02;08:00:00;00:05:00;R3j2R9l_aD747y1FuIvTVrkcpZ4GgMGnraerUIDSdZo
6B;PROBLEME DE TRANSPORT;O;2024-04-04;08:00:00;00:05:00;R3j2R9l_aD747y1FuIvTVrkcpZ4GgMGnraerUIDSdZo
6B;PROBLEME DE TRANSPORT;O;2024-05-14;08:00:00;00:05:00;R3j2R9l_aD747y1FuIvTVrkcpZ4GgMGnraerUIDSdZo
6B;PROBLEME DE TRANSPORT;O;2024-05-16;08:00:00;00:05:00;R3j2R9l_aD747y1FuIvTVrkcpZ4GgMGnraerUIDSdZo
6B;PROBLEME DE TRANSPORT;O;2024-05-31;08:00:00;00:05:00;R3j2R9l_aD747y1FuIvTVrkcpZ4GgMGnraerUIDSdZo
1B/C;PROBLEME DE TRANSPORT;O;2023-10-10;08:00:00;00:05:00;7yT3LeEQdnMEDe2Nx9HQ3i9lLlCiJxVjocJTzJErBI8
1B/C;PROBLEME DE TRANSPORT;O;2023-12-14;08:00:00;00:05:00;7yT3LeEQdnMEDe2Nx9HQ3i9lLlCiJxVjocJTzJErBI8
1B/C;Motif non encore connu;N;2023-12-21;12:50:00;00:05:00;7yT3LeEQdnMEDe2Nx9HQ3i9lLlCiJxVjocJTzJErBI8
1B/C;PROBLEME DE TRANSPORT;O;2024-01-30;08:00:00;00:05:00;7yT3LeEQdnMEDe2Nx9HQ3i9lLlCiJxVjocJTzJErBI8
1B/C;SANS EXCUSES;O;2024-02-20;11:10:00;00:05:00;7yT3LeEQdnMEDe2Nx9HQ3i9lLlCiJxVjocJTzJErBI8
1B/C;PROBLEME DE TRANSPORT;O;2024-04-02;10:10:00;00:05:00;7yT3LeEQdnMEDe2Nx9HQ3i9lLlCiJxVjocJTzJErBI8
1B/C;PROBLEME DE TRANSPORT;O;2024-04-24;08:00:00;00:05:00;7yT3LeEQdnMEDe2Nx9HQ3i9lLlCiJxVjocJTzJErBI8
3A;SANS EXCUSES;O;2023-09-05;10:10:00;00:05:00;OAWz1lJLO55djXcZKdDJndyC17x_CjmUGa5Y64CaB2A
3A;PROBLEME DE TRANSPORT;O;2023-09-22;08:00:00;00:05:00;OAWz1lJLO55djXcZKdDJndyC17x_CjmUGa5Y64CaB2A
3A;SANS EXCUSES;O;2023-10-05;15:00:00;00:05:00;OAWz1lJLO55djXcZKdDJndyC17x_CjmUGa5Y64CaB2A
3A;SANS EXCUSES;O;2023-11-24;15:00:00;00:05:00;OAWz1lJLO55djXcZKdDJndyC17x_CjmUGa5Y64CaB2A
3A;SANS EXCUSES;O;2023-12-08;15:00:00;00:05:00;OAWz1lJLO55djXcZKdDJndyC17x_CjmUGa5Y64CaB2A
3A;PROBLEME DE TRANSPORT;O;2024-01-31;08:00:00;00:05:00;OAWz1lJLO55djXcZKdDJndyC17x_CjmUGa5Y64CaB2A
3A;SANS EXCUSES;O;2024-03-25;16:00:00;00:05:00;OAWz1lJLO55djXcZKdDJndyC17x_CjmUGa5Y64CaB2A
3A;PROBLEME DE TRANSPORT;O;2024-04-02;08:00:00;00:05:00;OAWz1lJLO55djXcZKdDJndyC17x_CjmUGa5Y64CaB2A
1A;SANS EXCUSES;O;2024-05-15;15:00:00;00:05:00;-apglKHWvlC1l3Iar9i0OLDsJegtfjEoln1nkM9GlQw
4B;SANS EXCUSES;O;2023-09-22;12:50:00;00:05:00;4UPxoXWtfxb7DXrjXdnc9Vs5X-_ukDXSs6WHrGnfcB4
4B;SANS EXCUSES;O;2023-10-10;10:10:00;00:05:00;4UPxoXWtfxb7DXrjXdnc9Vs5X-_ukDXSs6WHrGnfcB4
4B;PROBLEME DE TRANSPORT;O;2023-10-12;08:00:00;00:05:00;4UPxoXWtfxb7DXrjXdnc9Vs5X-_ukDXSs6WHrGnfcB4
4B;SANS EXCUSES;O;2023-11-09;15:00:00;00:05:00;4UPxoXWtfxb7DXrjXdnc9Vs5X-_ukDXSs6WHrGnfcB4
4B;PROBLEME DE TRANSPORT;O;2023-11-10;08:00:00;00:05:00;4UPxoXWtfxb7DXrjXdnc9Vs5X-_ukDXSs6WHrGnfcB4
4B;PROBLEME DE TRANSPORT;O;2023-12-21;08:00:00;00:05:00;4UPxoXWtfxb7DXrjXdnc9Vs5X-_ukDXSs6WHrGnfcB4
4B;PROBLEME DE TRANSPORT;O;2024-01-15;08:00:00;00:05:00;4UPxoXWtfxb7DXrjXdnc9Vs5X-_ukDXSs6WHrGnfcB4
4B;SANS EXCUSES;O;2024-01-23;10:10:00;00:05:00;4UPxoXWtfxb7DXrjXdnc9Vs5X-_ukDXSs6WHrGnfcB4
4B;PROBLEME DE TRANSPORT;O;2024-02-07;09:00:00;00:05:00;4UPxoXWtfxb7DXrjXdnc9Vs5X-_ukDXSs6WHrGnfcB4
4B;PROBLEME DE TRANSPORT;O;2024-02-09;08:00:00;00:05:00;4UPxoXWtfxb7DXrjXdnc9Vs5X-_ukDXSs6WHrGnfcB4
4B;PROBLEME DE TRANSPORT;O;2024-02-14;08:00:00;00:05:00;4UPxoXWtfxb7DXrjXdnc9Vs5X-_ukDXSs6WHrGnfcB4
4B;SANS EXCUSES;O;2024-02-19;15:00:00;00:05:00;4UPxoXWtfxb7DXrjXdnc9Vs5X-_ukDXSs6WHrGnfcB4
4B;SANS EXCUSES;O;2024-04-16;10:10:00;00:05:00;4UPxoXWtfxb7DXrjXdnc9Vs5X-_ukDXSs6WHrGnfcB4
4B;SANS EXCUSES;O;2024-05-13;12:50:00;00:05:00;4UPxoXWtfxb7DXrjXdnc9Vs5X-_ukDXSs6WHrGnfcB4
4B;SANS EXCUSES;O;2024-05-28;10:10:00;00:05:00;4UPxoXWtfxb7DXrjXdnc9Vs5X-_ukDXSs6WHrGnfcB4
5C;SANS EXCUSES;O;2023-10-11;10:10:00;00:05:00;E5BwnEOfj6RpUy7Bl-b0JNH1GYcGquy6VRGpiVkiI44
5C;PROBLEME DE TRANSPORT;O;2023-11-24;08:00:00;00:05:00;E5BwnEOfj6RpUy7Bl-b0JNH1GYcGquy6VRGpiVkiI44
5C;SANS EXCUSES;O;2024-02-07;10:10:00;00:05:00;E5BwnEOfj6RpUy7Bl-b0JNH1GYcGquy6VRGpiVkiI44
4C;SANS EXCUSES;O;2023-09-26;12:50:00;00:05:00;eREy8SDwW7do9sFgzYfqrph3-H3NUm-FdJvPoHZbjoo
4C;SANS EXCUSES;O;2023-11-09;11:10:00;00:05:00;eREy8SDwW7do9sFgzYfqrph3-H3NUm-FdJvPoHZbjoo
4C;SANS EXCUSES;O;2023-11-20;13:50:00;00:05:00;eREy8SDwW7do9sFgzYfqrph3-H3NUm-FdJvPoHZbjoo
4C;PROBLEME DE TRANSPORT;O;2023-11-21;08:00:00;00:05:00;eREy8SDwW7do9sFgzYfqrph3-H3NUm-FdJvPoHZbjoo
4C;SANS EXCUSES;O;2023-11-27;11:10:00;00:05:00;eREy8SDwW7do9sFgzYfqrph3-H3NUm-FdJvPoHZbjoo
4C;SANS EXCUSES;O;2023-12-12;15:00:00;00:05:00;eREy8SDwW7do9sFgzYfqrph3-H3NUm-FdJvPoHZbjoo
4C;SANS EXCUSES;O;2024-01-22;11:10:00;00:05:00;eREy8SDwW7do9sFgzYfqrph3-H3NUm-FdJvPoHZbjoo
4C;SANS EXCUSES;O;2024-02-01;13:50:00;00:05:00;eREy8SDwW7do9sFgzYfqrph3-H3NUm-FdJvPoHZbjoo
4C;SANS EXCUSES;O;2024-02-05;09:00:00;00:05:00;eREy8SDwW7do9sFgzYfqrph3-H3NUm-FdJvPoHZbjoo
4C;PROBLEME DE TRANSPORT;O;2024-02-07;08:00:00;00:05:00;eREy8SDwW7do9sFgzYfqrph3-H3NUm-FdJvPoHZbjoo
4C;Motif non encore connu;N;2024-02-22;15:00:00;00:05:00;eREy8SDwW7do9sFgzYfqrph3-H3NUm-FdJvPoHZbjoo
4C;PROBLEME DE TRANSPORT;O;2024-02-23;08:00:00;00:05:00;eREy8SDwW7do9sFgzYfqrph3-H3NUm-FdJvPoHZbjoo
4C;PROBLEME DE TRANSPORT;O;2024-03-29;08:00:00;00:05:00;eREy8SDwW7do9sFgzYfqrph3-H3NUm-FdJvPoHZbjoo
4C;PROBLEME DE TRANSPORT;O;2024-04-04;08:00:00;00:10:00;eREy8SDwW7do9sFgzYfqrph3-H3NUm-FdJvPoHZbjoo
4C;PROBLEME DE TRANSPORT;O;2024-04-08;08:00:00;00:05:00;eREy8SDwW7do9sFgzYfqrph3-H3NUm-FdJvPoHZbjoo
4C;SANS EXCUSES;O;2024-04-15;12:50:00;00:05:00;eREy8SDwW7do9sFgzYfqrph3-H3NUm-FdJvPoHZbjoo
4C;SANS EXCUSES;O;2024-04-15;15:00:00;00:05:00;eREy8SDwW7do9sFgzYfqrph3-H3NUm-FdJvPoHZbjoo
4C;PROBLEME DE TRANSPORT;O;2024-06-10;08:00:00;00:05:00;eREy8SDwW7do9sFgzYfqrph3-H3NUm-FdJvPoHZbjoo
4C;Motif non encore connu;N;2024-06-10;12:50:00;00:07:00;eREy8SDwW7do9sFgzYfqrph3-H3NUm-FdJvPoHZbjoo
1B/C;SANS EXCUSES;O;2023-09-14;10:10:00;00:05:00;wLuBjVsgMFml6JCB3RBapewh-v_MlHGnq3PPG2DylRo
1B/C;PROBLEME DE TRANSPORT;O;2023-10-09;08:00:00;00:05:00;wLuBjVsgMFml6JCB3RBapewh-v_MlHGnq3PPG2DylRo
1B/C;PROBLEME DE TRANSPORT;O;2023-12-05;08:00:00;00:05:00;wLuBjVsgMFml6JCB3RBapewh-v_MlHGnq3PPG2DylRo
1B/C;PROBLEME DE TRANSPORT;O;2023-12-15;08:00:00;00:05:00;wLuBjVsgMFml6JCB3RBapewh-v_MlHGnq3PPG2DylRo
1B/C;SANS EXCUSES;O;2024-01-19;10:10:00;00:05:00;wLuBjVsgMFml6JCB3RBapewh-v_MlHGnq3PPG2DylRo
1B/C;PROBLEME DE TRANSPORT;O;2024-03-22;08:00:00;00:05:00;wLuBjVsgMFml6JCB3RBapewh-v_MlHGnq3PPG2DylRo
1B/C;PROBLEME DE TRANSPORT;O;2024-03-28;08:00:00;00:05:00;wLuBjVsgMFml6JCB3RBapewh-v_MlHGnq3PPG2DylRo
1B/C;PROBLEME DE TRANSPORT;O;2024-04-03;08:00:00;00:05:00;wLuBjVsgMFml6JCB3RBapewh-v_MlHGnq3PPG2DylRo
1B/C;PROBLEME DE TRANSPORT;O;2024-04-04;08:00:00;00:05:00;wLuBjVsgMFml6JCB3RBapewh-v_MlHGnq3PPG2DylRo
1B/C;PROBLEME DE TRANSPORT;O;2024-04-05;08:00:00;00:05:00;wLuBjVsgMFml6JCB3RBapewh-v_MlHGnq3PPG2DylRo
1B/C;PROBLEME DE TRANSPORT;O;2024-04-19;08:00:00;00:05:00;wLuBjVsgMFml6JCB3RBapewh-v_MlHGnq3PPG2DylRo
1B/C;PROBLEME DE TRANSPORT;O;2024-04-22;08:00:00;00:05:00;wLuBjVsgMFml6JCB3RBapewh-v_MlHGnq3PPG2DylRo
4B;SANS EXCUSES;O;2023-09-05;10:10:00;00:05:00;as4EISZ73Vh1ieJ4hrfolvfWDviMPf0x5KMuRKNZuuc
4B;SANS EXCUSES;O;2023-10-05;13:50:00;00:05:00;as4EISZ73Vh1ieJ4hrfolvfWDviMPf0x5KMuRKNZuuc
4B;SANS EXCUSES;O;2023-10-10;11:10:00;00:05:00;as4EISZ73Vh1ieJ4hrfolvfWDviMPf0x5KMuRKNZuuc
4B;PROBLEME DE TRANSPORT;O;2023-12-12;08:00:00;00:05:00;as4EISZ73Vh1ieJ4hrfolvfWDviMPf0x5KMuRKNZuuc
4B;REUNION (AUTRE);O;2023-12-12;10:10:00;00:05:00;as4EISZ73Vh1ieJ4hrfolvfWDviMPf0x5KMuRKNZuuc
