classes;periode;appr;eleve_id
1B/C;;Bilan encore fragile dans l'ensemble, vous êtes capable de mieux. Vous devez gagner en régularité, en rigueur et en concentration pour progresser. Nous comptons sur vous.  Elève ayant participé à un MUN, Mini-MUN DAUDET (Model of United Nations) organisé en interne par le club du lycée.;M6LucN9TRo6gtjkbeFD4CEYMQr0B0ibJ6IYf5EcMqpM
6C;;Excellent ensemble, les compétences comportementales et académiques semblent bien acquises grâce à une attitude positive, l'ensemble de l'équipe pédagogique s'accorde pour féliciter le travail régulier et une implication active durant la classe.;cQj3gk7B8NCXOCq9mQfXEo6Q9tTd73KfIMsSOCdnvg4
6C;;Excellent ensemble,  félicitations pour le travail régulier et l'attitude exemplaire durant la classe.;cQj3gk7B8NCXOCq9mQfXEo6Q9tTd73KfIMsSOCdnvg4
6C;;Excellent trimestre et bilan annuel très positif avec de beaux efforts à l'oral en anglais. Admission en cinquième avec toutes nos félicitations.;cQj3gk7B8NCXOCq9mQfXEo6Q9tTd73KfIMsSOCdnvg4
2A;;Un trimestre correct sur le plan des résultats malgré des fragilités dans les disciplines scientifiques. Lilia doit accentuer ses efforts et rester concentrée en classe pour progresser. Nous attendons mieux de vous;N7r49iPw-8QGenuIsY23jv0G1o-3MAIrZCuo2xhFVBg
2A;;Un trimestre fragile du fait des difficultés dans de nombreuses matières. Il faut intensifier votre travail personnel pour répondre aux exigences de la seconde et envisager sereinement l'année de première.;N7r49iPw-8QGenuIsY23jv0G1o-3MAIrZCuo2xhFVBg
2A;;Un trimestre correct grâce à un travail qui a gagné en régularité. Il faut cependant intensifier votre investissement pour surmonter les difficultés car toutes les compétences de seconde ne sont pas acquises;N7r49iPw-8QGenuIsY23jv0G1o-3MAIrZCuo2xhFVBg
4B;;Trimestre trop fragile, vous devez absolument faire preuve  d’ efforts  sans déranger la classe, ni vous laisser distraire !;NEWlSarJFHHW66l-4010bsWqOAR4efc_rhYWFDX_ojY
4B;;Des résultats insuffisants voire inquiétants. Vous devez travailler davantage.  Il est nécessaire de réagir afin d'envisager la classe de troisième sereinement.;NEWlSarJFHHW66l-4010bsWqOAR4efc_rhYWFDX_ojY
4B;;Des résultats et une attitude très préoccupants ce trimestre, les compétences de quatrième ne sont visiblement pas acquises et le maintien est proposé.;NEWlSarJFHHW66l-4010bsWqOAR4efc_rhYWFDX_ojY
2A;;Un trimestre convenable sur le plan des résultats mais malgré tout décevant. Jad doit approfondir son travail et veiller à la concentration en classe pour obtenir des résultats à la hauteur de ses capacités. Nous attendons mieux de vous;pthtzlDHnLgzQ03agD3I-pZWJaV4f5u2XgUGRneh2vs
2A;;Un trimestre correct avec une légère progression des résultats du fait d'un investissement légèrement plus conséquent. Il faut intensifier vos efforts pour obtenir des résultats à la hauteur de vos capacités.;pthtzlDHnLgzQ03agD3I-pZWJaV4f5u2XgUGRneh2vs
2A;;Un trimestre qui est marqué par des progrès dans de nombreuses disciplines. Il faut généraliser vos efforts à l'ensemble des disciplines et maintenir vos efforts pour répondre aux exigences de la première.;pthtzlDHnLgzQ03agD3I-pZWJaV4f5u2XgUGRneh2vs
5A;;May réalise un très bon premier trimestre par un travail rigoureux,, une attitude sérieuse et des efforts appréciables. Poursuivez ainsi en accentuant le travail personnel afin de surmonter vos difficultés  en mathématiques et en langues vivantes . On  vous encourage à poursuivre avec ce même état d'esprit au prochain trimestre.;tvdU4GwEf36ov1VvqksfqR0Bq2f7DFTFhBBqogO1g_w
5A;;Un très bon trimestre, avec des résultats la plupart du temps excellents. grâce à une  participation active et  à un travail personnel régulier. Les capacités de May  semblent très solides.  l'ensemble des professeurs apprécie votre sérieux , et votre attitude positive en classe et vous invite à continuer ainsi la prochaine période.Falicitation May !;tvdU4GwEf36ov1VvqksfqR0Bq2f7DFTFhBBqogO1g_w
5A;;Excellent bilan général grâce à un travail sérieux et régulier . Félicitations !;tvdU4GwEf36ov1VvqksfqR0Bq2f7DFTFhBBqogO1g_w
4A;;Des résultats corrects dans certaines disciplines. Le conseil de classe souligne votre comportement exemplaire et vous encourage à poursuivre et à étendre vos efforts à l'ensemble des matières sans vous décourager.;gBpKB-JW4IaeM8dXOLXm6nV4G1cQz9WK4JGAuJ135Rg
4A;;Ivan a réalisé quelques progrès ce trimestre. L'ensemble reste néanmoins fragile. Il ne faut pas hésiter à demander l'aide des enseignants et à intensifier votre travail personnel.  Poursuivez vos efforts et généralisez les à toutes les disciplines.;gBpKB-JW4IaeM8dXOLXm6nV4G1cQz9WK4JGAuJ135Rg
4A;;Bon trimestre pour Ivan. Il est discipliné et motivé dans toutes les matières. Cependant, il a encore des difficultés en espagnol, en français et en SPC. Il a également besoin de prendre davantage confiance en lui et de commencer à se poser des questions pour consolider ses apprentissages. Nous vous encourageons à poursuivre votre travail acharné !;gBpKB-JW4IaeM8dXOLXm6nV4G1cQz9WK4JGAuJ135Rg
3A;;Un bon trimestre avec des résultats satisfaisants voire très satisfaisants, sauf en mathématiques. Le travail est régulier et les capacités intéressantes. Elle peuvent permettre de faire encore mieux au prochain trimestre, en cessant les bavardages et en restant bien concentré en classe. Nous comptons sur toi pour être le plus ambitieux possible !;LEPFmmhIqZ8XHeZnmNIh0r0n8C50Mg3zfhp6g9PLgb8
3A;;Un bon trimestre, avec des efforts de travail visibles et des résultats satisfaisants dans l' ensemble. Les capacités sont intéressantes. Cependant, le travail personnel doit être encore approfondi dans certaines matières, et il est grand temps de cesser les bavardages qui freinent la progression. C' est le moment de se montrer ambitieux Jad !;LEPFmmhIqZ8XHeZnmNIh0r0n8C50Mg3zfhp6g9PLgb8
3A;;Un bon trimestre. Jad s' est montré régulier dans ses résultats cette année et a les capacités pour réussir en seconde. Le lycée doit être l' occasion d' approfondir le travail personnel car plusieurs professeurs estiment que Jad n' exploite pas encore tout son potentiel.;LEPFmmhIqZ8XHeZnmNIh0r0n8C50Mg3zfhp6g9PLgb8
Terminale;;Riad a eu dans la quasi-totalité des disciplines des résultats moyens à satisfaisants. Mais ses notes en matières de spécialités ont été un peu justes au regard de son potentiel et révélatrices de nombreuses difficultés. Riad doit se ressaisir au deuxième trimestre et approfondir son travail personnel afin de combler ses lacunes. Tu en capable.;P8aN-xiAOgza2Ov6JH-Kc28U1sF5fhsdreSp-Mq0YP4
Terminale;;Les résultats de Riad sont mitigés avec des notes insuffisantes en matières de spécialités résultant d'un manque d'investissement susceptible de lui permettre de surmonter ses difficultés. Nous attirons l'attention de Riad sur la nécessité absolue de prendre conscience et travailler avec acharnement afin de combler ses lacunes .;P8aN-xiAOgza2Ov6JH-Kc28U1sF5fhsdreSp-Mq0YP4
Terminale;;Les résultats de Riad ont été mitigés ce trimestre et tout au long de l'année. Riad a eu de bons résultats dans la quasi-totalité des matières exception faite des spécialités. A ce sujet, Riad doit faire preuve de réactivité et fournir des efforts considérables afin de renverser la tendance dans ces deux matières. Nous comptons sur toi.;P8aN-xiAOgza2Ov6JH-Kc28U1sF5fhsdreSp-Mq0YP4
6A;;Rhita réalise un bon trimestre dans l'ensemble. Néanmoins, plusieurs professeurs soulignent le manque de sérieux et de concentration en classe qui nuisent à son travail personnel. Afin de progresser, nous attendons un changement d'attitude et plus de régularité dans le travail personnel le prochain trimestre.;U7vfpLY888o43efm7i4OCc_KfaN6AGGUxLTexQWxOws
6A;;Si le bilan est globalement satisfaisant, il est dommage que les inattentions ou bavardages persistent toujours et gênent la progression de Rhita. L'ensemble des enseignants reconnaissent tes atouts,  tes capacités et t'invite à t'engager et fournir plus d'efforts tout en restant concentrée afin d'embellir ce bulletin qui est loin de refléter ton potentiel.;U7vfpLY888o43efm7i4OCc_KfaN6AGGUxLTexQWxOws
6A;;Un ensemble globalement satisfaisant, avec une meilleure implication et des résultats en progrès dans plusieurs matières. Plusieurs professeurs estiment que Rhita devra accentuer son travail personnel et gagner en concentration afin d’exploiter au mieux ses capacités et répondre aux attentes de la classe de 5ème. Elève ayant participé à un MUN, Mini-MUN DAUDET (Model of United Nations) organisé en interne par le club du lycée.;U7vfpLY888o43efm7i4OCc_KfaN6AGGUxLTexQWxOws
3B;;Trimestre satisfaisant. Taha a un grand potentiel, mais pour atteindre des bons résultats, il est essentiel qu'il s'investisse davantage dans son travail, améliore sa concentration en classe et réduise les bavardages. Nous comptons sur vous.;UyVj9DpgwED5FqkywIkDQX5UIOsbpBYzHDNU-oeD2n4
3B;;Des résultats en baisse. Taha doit s'investir sérieusement et régulièrement  pour progresser. Attention au bavardage en classe. Nous comptons sur vous.;UyVj9DpgwED5FqkywIkDQX5UIOsbpBYzHDNU-oeD2n4
3B;;Résultats assez satisfaisants, montrant des progrès mais aussi des difficultés à surmonter. Pour réussir pleinement au DNB et l'année prochaine, il est crucial que vous mainteniez votre concentration en classe, approfondissiez votre travail personnel et restiez régulier dans vos efforts. vous en êtes capables.;UyVj9DpgwED5FqkywIkDQX5UIOsbpBYzHDNU-oeD2n4
6C;;Ensemble satisfaisant, les compétences comportementales et académiques semblent en bonne voie d'acquisition et semble  s'améliorer concernant la concentration grâce à une attitude positive, attention aux bavardages.;B6DBdX_nY0_KkWePDdzQ4Ya2Dxxrx2Rw0shZP8ZKy34
6C;;Ensemble très satisfaisant, les compétences comportementales et académiques s'améliorent. Nous vous encourageons pour généraliser les progrès notamment en arabe.;B6DBdX_nY0_KkWePDdzQ4Ya2Dxxrx2Rw0shZP8ZKy34
6C;;Excellent trimestre et bilan annuel très positif. Admission en cinquième.;B6DBdX_nY0_KkWePDdzQ4Ya2Dxxrx2Rw0shZP8ZKy34
5A;;Des résultats irréguliers voire insuffisants dans certaines disciplines. Vos nombreuses absences  portent un réel préjudice à votre scolarité. Par ailleurs, il est nécessaire d'accentuer votre travail personnel, de gagner en autonomie et de cesser de bavarder afin de pouvoir progresser au prochain trimestre. Nous comptons sur vous.;i1biy720AIiWqT_EBuBoDCzyPJy4FQW-2PmuaaG-USs
5A;;Travail et investissement insuffisants même inquiétants  dans certaines matières, l’ensemble des professeurs vous conseille de montrer plus d'intérêt et de régulariser le travail personnel tout en adoptant une attitude positive et en évitant l'absentéisme qui nuit nettement à votre progression !;i1biy720AIiWqT_EBuBoDCzyPJy4FQW-2PmuaaG-USs
5A;;Ensemble irrégulier voire fragile. Certains progrès sont marqués dans quelques matières mais cela restent en deçà des résultats attendus. Par ailleurs, votre absentéisme nuit nettement à votre progression. Le niveau de fin de cinquième n'est pas atteint. Nous vous conseillons un maintien en classe de cinquième.;i1biy720AIiWqT_EBuBoDCzyPJy4FQW-2PmuaaG-USs
1B/C;;Les moyennes sont insatisfaisantes! Il va falloir vous mettre sérieusement au travail, apprendre vos leçons et adopter une attitude plus scolaire. Réagissez.;S6BaMiLTYlgqYW_wuCAa6PNn7GYuLdB7H1DEAFKeDiw
1B/C;;Abir, vos difficultés et vos absences vous empêchent de progresser et de réussir. Pour améliorer votre situation, soyez assidue en classe, concentrez-vous et travaillez régulièrement à la maison.;S6BaMiLTYlgqYW_wuCAa6PNn7GYuLdB7H1DEAFKeDiw
1B/C;;Vos absences, votre manque de travail et d'investissement vous mettent en grande difficulté. Il semble que vous n'ayez pas encore acquis les compétences nécessaires pour passer en classe de terminale.;S6BaMiLTYlgqYW_wuCAa6PNn7GYuLdB7H1DEAFKeDiw
4A;;Excellent trimestre. Le conseil de classe vous félicite pour le sérieux de votre travail et votre comportement exemplaire. Continuez ainsi.;yoaHgpvStBZOtddPdeJgFYjCrBihqms3fNoTASksK0E
4A;;Encore un excellent trimestre pour Inès. Félicitations.;yoaHgpvStBZOtddPdeJgFYjCrBihqms3fNoTASksK0E
4A;;Encore une fois, excellent trimestre et année pour Ines. Son travail acharné, sa discipline et son attitude positive ont porté leurs fruits puisqu’elle excelle dans toutes les matières. Nous vous félicitons et vous souhaitons le meilleur !;yoaHgpvStBZOtddPdeJgFYjCrBihqms3fNoTASksK0E
6A;;Très bon trimestre. L'ensemble des professeurs saluent tes efforts, reconnaissent ton sérieux et apprécie ton attitude volontaire. Nous t'encourageons à poursuivre dans cette voie et tu atteindra ainsi sans difficulté l'excellence.;3xTRDtaxmqa7A8E93B6IP7iRFjZL0kCrnDykSNFgkko
6A;;De très bon trimestre, dans la continuité du premier. Yahya a fourni un travail régulier, de qualité en conservant une attitude toujours positive et constructive. L'équipe pédagogique salue ton sérieux, ton attitude et tes efforts que tu ne dois pas relâcher afin d'exceller au prochain trimestre.;3xTRDtaxmqa7A8E93B6IP7iRFjZL0kCrnDykSNFgkko
6A;;De très bon résultats ce trimestre. Yahya est un élève sérieux qui doit harmoniser ses efforts dans les matières qui lui font défaut. Nous comptons sur lui pour suivre les conseils donnés par les professeurs afin d’exceller dès la rentrée prochaine.;3xTRDtaxmqa7A8E93B6IP7iRFjZL0kCrnDykSNFgkko
2B;;Très bon trimestre. Félicitation pour ton investissement et ton sérieux.;GIaxaSjKu9-uWQuTI2v_Fe9Dc9doXNhX145iWgJ3j4w
2B;;Trimestre très satisfaisant. Il faut poursuivre sur cette voie pour améliorer encore tes résultats. en ne négligeant aucune matière.;GIaxaSjKu9-uWQuTI2v_Fe9Dc9doXNhX145iWgJ3j4w
2B;;Trimestre satisfaisant mais en dessous des capacités de Kenza. Il faut travailler toutes les matières pas seulement celles que tu apprécies particulièrement. Elève ayant participé à plusieurs MUN (Model of United Nations), organisés en interne, Mini-MUN Daudet et en externe,OSUIMUN.;GIaxaSjKu9-uWQuTI2v_Fe9Dc9doXNhX145iWgJ3j4w
2A;;Un trimestre fragile. Le travail d'Hamza est trop superficiel et irrégulier pour surmonter ses difficultés. De plus l'attitude en classe n'est pas propice aux apprentissages. Il faut adopter une autre attitude pour progresser.;rNNP2RvTA59TYD2zD9UpY_D0SJQCx-4jyAbywAkIx8g
2A;;Un trimestre inégal, des efforts ont été faits dans certaines disciplines permettant une certaine progression. Cependant cela doit être généralisé à l'ensemble des disciplines. Seul un travail personnel plus conséquent permettrait de surmonter les difficultés et d'envisager sereinement la première;rNNP2RvTA59TYD2zD9UpY_D0SJQCx-4jyAbywAkIx8g
2A;;Un trimestre qui est dans l'ensemble fragile aux progrès sporadiques. Les compétences de seconde ne sont pas toutes acquises. Il faut intensifier votre travail et adopter une attitude studieuse pour répondre aux exigences à venir.;rNNP2RvTA59TYD2zD9UpY_D0SJQCx-4jyAbywAkIx8g
3B;;Bon trimestre avec des progrès notables. Les enseignants soulignent votre potentiel et vos efforts, mais vous encouragent également à travailler sur la concentration en classe et à éviter les bavardages pour atteindre votre plein potentiel. Vous en êtes capables.;-OkZeSv6U0rENPbrPFI-ilsq-LEByjKn6QzZLlNb2xI
3B;;Vos résultats sont satisfaisants mais veillez à généraliser vos efforts pour le prochain trimestre. Vos efforts sont louables. Continuez ainsi.;-OkZeSv6U0rENPbrPFI-ilsq-LEByjKn6QzZLlNb2xI
3B;;Excellent travail ce trimestre. Félicitations pour vos résultats et votre engagement tout au long de l'année. Pour continuer à exceller au lycée, vous devez maintenir cette motivation et renforcer vos compétences rédactionnelles et d'argumentation, en particulier pour le brevet.                                                                                                                                                           Elève ayant participé à un MUN, Mini-MUN DAUDET (Model of United Nations) organisé en interne par le club du lycée. Cette élève a brillé lors de sa participation, lui valant une mention honorable pour son engagement et ses contributions précieuses.;-OkZeSv6U0rENPbrPFI-ilsq-LEByjKn6QzZLlNb2xI
